cepage-link,appellation-nom,appellation-type,appellation-couleur,appellation-vignoble
Chardonnay blanc,Saint-Aubin premier cru Les Murgers des dents de chien blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Meursault blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Bourgogne Côtes d'Auxerre blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Savennières moelleux,AOC/AOP,Blanc,Loire
Merlot noir,Pays d'Oc rouge,IGP,Rouge,Languedoc-roussillon
Grenache noir,Corbières rosé,AOC/AOP,Rosé,Languedoc-roussillon
Pinot noir,Pommard premier cru Les Rugiens Bas,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Ariège rouge,IGP,Rouge,Languedoc-roussillon
Chenin blanc,Coteaux du Layon Rochefort-sur-Loire Sélection de grains nobles,AOC/AOP,Blanc,Loire
Pinot noir,Saint-Aubin premier cru Les Combes au Sud rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Pommard premier cru Les Saussilles,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Auxey-Duresses premier cru Les Bréterins blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Atlantique rosé,IGP,Rosé,Bordeaux
Chenin blanc,Montlouis-sur-Loire mousseux,AOC/AOP,Blanc,Loire
Sémillon blanc,Agenais Blanc Mousseux,IGP,Blanc,Sud-ouest
Pinot noir,Ladoix premier cru La Corvée rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Haute-Marne rouge,IGP,Rouge,Champagne
Chardonnay blanc,Puligny-Montrachet premier cru Champ Gain blanc,AOC/AOP,Blanc,Bourgogne
Gamay noir,Coteaux d'Ancenis rosé,AOC/AOP,Rosé,Loire
Cabernet-Franc noir,Pays d'Oc rosé mousseux,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Charnières blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Coteaux varois en Provence rouge,AOC/AOP,Rouge,Provence-corse
Sémillon blanc,Vins de la Corrèze blanc,IGP,Blanc,Sud-ouest
Pinot noir,Urfé rouge,IGP,Rouge,Loire
Chardonnay blanc,Nuits-Saint-Georges premier cru Aux Vignerondes blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Valençay rouge,AOC/AOP,Rouge,Loire
Chardonnay blanc,Puligny-Montrachet premier cru La Truffière blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Bergerac rouge,AOC/AOP,Rouge,Sud-ouest
Cabernet-Franc noir,Montagne-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Cabernet-Franc noir,Anjou Villages,AOC/AOP,Rouge,Loire
Pinot noir,Nuits-Saint-Georges premier cru Clos des Argillières rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Saint-Lager rosé nouveau,AOC/AOP,Rosé,Beaujolais
Syrah noir,Saint-Chinian Roquebrun,AOC/AOP,Rouge,Languedoc-roussillon
Cabernet-Franc noir,Fiefs Vendéens Mareuil rouge,AOC/AOP,Rouge,Loire
Pinot noir,Puligny-Montrachet premier cru La Truffière rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Saint-Aubin premier cru Sur le sentier du Clou rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Vin de Corse Coteaux du Cap Corse rosé,AOC/AOP,Rosé,Provence-corse
Grenache noir,Côtes du Rhône Villages Laudun rouge,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Beaune premier cru Aux Coucherias blanc,AOC/AOP,Blanc,Bourgogne
Sauvignon blanc,Côtes de Bergerac blanc,AOC/AOP,Blanc,Sud-ouest
Cabernet-Franc noir,Saumur mousseux blanc,AOC/AOP,Blanc,Loire
Chardonnay blanc,Montagny premier cru Vigne du soleil,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pernand-Vergelesses premier cru Les Fichots rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Meursault premier cru rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Peuillets blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Bordeaux supérieur rouge,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Mâcon Prissé blanc nouveau,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chablis premier cru Sécher,AOC/AOP,Blanc,Bourgogne
Grenache noir,Banyuls rosé,AOC/AOP,Rosé,Languedoc-roussillon
Chardonnay blanc,Mâcon Lugny blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Les Seurey rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Sable de Camargue rosé nouveau,IGP,Rosé,Languedoc-roussillon
Grenache noir,Languedoc Saint-Georges-d'Orques rosé,AOC/AOP,Rosé,Languedoc-roussillon
Chardonnay blanc,Mercurey premier cru Griffères blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Tonton Marcel rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Val de Loire rouge,IGP,Rouge,Loire
Chardonnay blanc,Bourgogne Côte Saint-Jacques blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Les Amoureuses,AOC/AOP,Rouge,Bourgogne
Pinot noir,Nuits-Saint-Georges premier cru Aux Chaignots rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Pineau des Charentes rouge,AOC/AOP,Rosé,Cognac
Chardonnay blanc,Saint-Aubin premier cru En Remilly blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Aloxe-Corton premier cru Les Valozières blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Périgord Vin de Domme rosé,IGP,Rouge,Bordeaux
Pinot noir,Mercurey premier cru Les Crêts rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Cité de Carcassonne rosé,IGP,Rosé,Languedoc-roussillon
Merlot noir,Puy-de-Dôme rouge,IGP,Rouge,Loire
Chardonnay blanc,Saint-Pourçain blanc,AOC/AOP,Blanc,Loire
Grenache noir,Rasteau rosé,AOC/AOP,Rosé,Rhône
Pinot noir,Crémant de Bourgogne rosé,AOC/AOP,Rosé,Bourgogne
Pinot noir,Volnay premier cru Taille Pieds,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Ez Crottes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Santenay premier cru Clos des Mouches blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru La Cardeuse rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Pruzilly rosé nouveau,AOC/AOP,Rosé,Beaujolais
Carignan noir,Sable de Camargue gris,IGP,Gris,Languedoc-roussillon
Chardonnay blanc,Chassagne-Montrachet premier cru Francemont blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaujolais Rivolet blanc,AOC/AOP,Blanc,Beaujolais
Grenache noir,Pays d'Oc rouge nouveau,IGP,Rouge,Languedoc-roussillon
Chardonnay blanc,Chablis premier cru Vaucoupin,AOC/AOP,Blanc,Bourgogne
Gamay noir,Mâcon rosé nouveau,AOC/AOP,Rosé,Bourgogne
Cabernet-Franc noir,Pineau des Charentes rouge,AOC/AOP,Rosé,Cognac
Gamay noir,Pays d'Oc rosé,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Arbois blanc,AOC/AOP,Blanc,Jura
Cabernet-Sauvignon noir,Pays d'Oc rosé de raisins surmûris,IGP,Rosé,Languedoc-roussillon
Pinot noir,Beaune premier cru Clos des Avaux rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Alsace blanc Edelzwicker,AOC/AOP,Blanc,Alsace
Pinot noir,Bourgogne rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Vosne-Romanée premier cru Les Petis Monts,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Saint-Etienne-des-Oullières rouge,AOC/AOP,Rouge,Beaujolais
Pinot noir,Beaune premier cru Clos des Ursules rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Touraine primeur rouge,AOC/AOP,Rouge,Loire
Pinot noir,La Tâche,AOC/AOP,Rouge,Bourgogne
Merlot noir,Fronton rosé,AOC/AOP,Rosé,Sud-ouest
Carignan noir,Sable de Camargue rosé,IGP,Rosé,Languedoc-roussillon
Pinot noir,Chambolle-Musigny premier cru Les Sentiers,AOC/AOP,Rouge,Bourgogne
Sémillon blanc,Sauternes,AOC/AOP,Blanc,Bordeaux
Pinot noir,Volnay premier cru Les Angles,AOC/AOP,Rouge,Bourgogne
Grenache noir,Languedoc rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Nuits-Saint-Georges premier cru Aux Chaignots blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Nuits-Saint-Georges premier cru Les Hauts Pruliers blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Dent de Chien blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pommard premier cru Les Arvelets,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes du Rhône rosé,AOC/AOP,Rosé,Rhône
Sémillon blanc,"Côtes de Bourg, Bourg et Bourgeais blanc",AOC/AOP,Blanc,Bordeaux
Merlot noir,Saône-et-Loire rouge,IGP,Rouge,Bourgogne
Gamay noir,Côtes de Gascogne rosé,IGP,Rosé,Sud-ouest
Pinot noir,Beaune premier cru Les Vignes Franches rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Bugey rosé,AOC/AOP,Rosé,Savoie bugey
Gamay noir,Beaujolais Emeringes rosé,AOC/AOP,Rosé,Beaujolais
Chardonnay blanc,Puligny-Montrachet premier cru Les Demoiselles blanc,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Coteaux du Layon Rochefort-sur-Loire,AOC/AOP,Blanc,Loire
Chardonnay blanc,Morey-Saint-Denis premier cru La Bussière blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Morey-Saint-Denis premier cru Les Genavrières rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Côtes de Provence Fréjus rouge,AOC/AOP,Rouge,Provence-corse
Merlot noir,Bordeaux rosé,AOC/AOP,Rosé,Bordeaux
Pinot noir,Comté Tolosan rosé,IGP,Rosé,Armagnac
Cabernet-Franc noir,Touraine Chenonceaux rouge,AOC/AOP,Rouge,Loire
Pinot noir,Mercurey premier cru Clos des Myglands rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Atlantique rosé,IGP,Rosé,Bordeaux
Syrah noir,Pays d'Oc gris de raisins surmûris,IGP,Gris,Languedoc-roussillon
Pinot noir,Pernand-Vergelesses rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Beaujolais Chânes rouge,AOC/AOP,Rouge,Beaujolais
Cabernet-Franc noir,Sable de Camargue rosé,IGP,Rosé,Languedoc-roussillon
Cabernet-Franc noir,Sable de Camargue rouge,IGP,Rouge,Languedoc-roussillon
Sauvignon blanc,Entre-deux-Mers Haut-Benauge,AOC/AOP,Blanc,Bordeaux
Chardonnay blanc,Montagny premier cru Vignes sur le Cloux,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Saint-Georges-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Sémillon blanc,Monbazillac,AOC/AOP,Blanc,Sud-ouest
Chardonnay blanc,Saumur mousseux blanc,AOC/AOP,Blanc,Loire
Chardonnay blanc,Mercurey blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Côtes du Jura rouge,AOC/AOP,Rouge,Jura
Gamay noir,Isère rosé,IGP,Rosé,Savoie bugey
Syrah noir,Périgord Vin de Domme rouge,IGP,Rouge,Bordeaux
Cabernet-Sauvignon noir,Touraine mousseux rosé,AOC/AOP,Rosé,Loire
Gamay noir,Estaing rosé,AOC/AOP,Rosé,Sud-ouest
Gamay noir,Mâcon Prissé rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Haute Vallée de l'Aude blanc,IGP,Blanc,Languedoc-roussillon
Chenin blanc,Coteaux du Layon Beaulieu-sur-Layon Sélection de grains nobles,AOC/AOP,Blanc,Loire
Gamay noir,Thézac-Perricard rosé,IGP,Rosé,Sud-ouest
Gamay noir,Vin de Savoie pétillant rosé,AOC/AOP,Rosé,Savoie bugey
Chardonnay blanc,Fixin premier cru Arvelets blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Savigny-lès-Beaune premier cru Les Rouvrettes rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Beaune premier cru Les Teurons blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Margaux,AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Bourgogne Chitry blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Cité de Carcassonne rouge,IGP,Rouge,Languedoc-roussillon
Pinot noir,Saint-Aubin premier cru Bas de Vermarain à l'Est rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Corton blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Maranges premier cru Le Croix Moines rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Coteaux de Glanes rouge,IGP,Rouge,Sud-ouest
Sémillon blanc,Côtes de Bordeaux Francs blanc sec,AOC,Blanc,Bordeaux
Grenache noir,Côtes du Rhône Villages Massif d'Uchaux,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Monthélie premier cru Les Vignes Rondes blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Musigny blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Les Tuvilains rouge,AOC/AOP,Rouge,Bourgogne
Syrah noir,Duché d'Uzès rosé,IGP,Rosé,Languedoc-roussillon
Gamay noir,Beaujolais Saint-Etienne-la-Varenne rosé,AOC/AOP,Rosé,Beaujolais
Gamay noir,Pays d'Oc rouge de raisins surmûris,IGP,Rouge,Languedoc-roussillon
Gamay noir,Chiroubles,AOC/AOP,Rouge,Beaujolais
Pinot noir,Santenay rouge,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Jasnières,AOC/AOP,Blanc,Loire
Chardonnay blanc,Chablis premier cru Vaux Ragons,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Vignes Couland,AOC/AOP,Blanc,Bourgogne
Pinot noir,Cité de Carcassonne rosé,IGP,Rosé,Languedoc-roussillon
Sauvignon blanc,Crémant de Bordeaux blanc,AOC/AOP,Blanc,Bordeaux
Gamay noir,Fiefs Vendéens Pissotte rosé,AOC/AOP,Rosé,Loire
Pinot noir,Chassagne-Montrachet premier cru Vigne Derrière rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Palette rouge,AOC/AOP,Rouge,Provence-corse
Gamay noir,Vin de Savoie pétillant blanc,AOC/AOP,Blanc,Savoie bugey
Cabernet-Franc noir,Cabardès rouge,AOC/AOP,Rouge,Languedoc-roussillon
Syrah noir,Puy-de-Dôme rouge,IGP,Rouge,Loire
Sémillon blanc,Bordeaux blanc avec sucres,AOC/AOP,Blanc,Bordeaux
Cabernet-Franc noir,Béarn rosé,AOC/AOP,Rosé,Sud-ouest
Syrah noir,Sable de Camargue gris,IGP,Gris,Languedoc-roussillon
Syrah noir,Languedoc La Méjanelle rouge,AOC/AOP,Rouge,Languedoc-roussillon
Chardonnay blanc,Chablis premier cru Morein,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chablis Grand Cru Blanchot,AOC/AOP,Blanc,Bourgogne
Pinot noir,Beaune premier cru Le Clos des Mouches rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Anjou mousseux rosé,AOC/AOP,Rosé,Loire
Syrah noir,Costières de Nîmes rouge,AOC/AOP,Rouge,Rhône
Chardonnay blanc,Beaujolais Saint-Etienne-la-Varenne blanc,AOC/AOP,Blanc,Beaujolais
Chardonnay blanc,Haute-Vienne blanc,IGP,Blanc,Loire
Chardonnay blanc,Pouilly-Loché au bûcher,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Abbaye de Morgeot blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pommard premier cru En Largillière,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chassagne-Montrachet premier cru Les Murées rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Béarn rosé,AOC/AOP,Rosé,Sud-ouest
Chardonnay blanc,Crémant d'Alsace blanc Chardonnay,AOC/AOP,Blanc,Alsace
Chardonnay blanc,Viré-Clessé chazelle,AOC/AOP,Blanc,Bourgogne
Chenin blanc,Coteaux du Layon Beaulieu-sur-Layon,AOC/AOP,Blanc,Loire
Chardonnay blanc,Vin de Savoie blanc,AOC/AOP,Blanc,Savoie bugey
Syrah noir,Costières de Nîmes rosé,AOC/AOP,Rosé,Rhône
Chardonnay blanc,Givry premier cru Le Paradis blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Nuits-Saint-Georges premier cru Rue de Chaux blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Sable de Camargue blanc mousseux,IGP,Blanc,Languedoc-roussillon
Carignan noir,Périgord rouge,IGP,Rouge,Bordeaux
Pinot noir,Ladoix premier cru Les Grêchons et Foutrières rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Franc noir,Côtes du Lot rouge,IGP,Rouge,Sud-ouest
Pinot noir,Pommard premier cru Les Combes Dessus,AOC/AOP,Rouge,Bourgogne
Pinot noir,Givry premier cru Le Médenchot rouge,AOC/AOP,Rouge,Bourgogne
Grenache noir,Cassis rosé,AOC/AOP,Rosé,Provence-corse
Pinot noir,Bourgogne Chitry rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Savigny-lès-Beaune premier cru Les Jarrons blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Languedoc Grès de Montpellier,AOC/AOP,Rouge,Languedoc-roussillon
Gamay noir,Haute-Marne rouge,IGP,Rouge,Champagne
Chardonnay blanc,Beaujolais Leynes blanc,AOC/AOP,Blanc,Beaujolais
Gamay noir,Agenais rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Nuits-Saint-Georges premier cru Les Porrets-Saint-Georges blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaune premier cru Les Aigrots blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Puligny-Montrachet premier cru Les Chalumaux rouge,AOC/AOP,Rouge,Bourgogne
Ugni blanc,Agenais Blanc Mousseux,IGP,Blanc,Sud-ouest
Pinot noir,Givry premier cru Clos-Saint-Pierre rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Sable de Camargue gris sur lie,IGP,Gris,Languedoc-roussillon
Grenache noir,Banyuls grand cru hors d'âge,AOC/AOP,Rouge,Languedoc-roussillon
Pinot noir,Mercurey premier cru Les Champs Martin rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Auxey-Duresses premier cru Clos du Val rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Nuits-Saint-Georges premier cru Les Procès blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Pomerol,AOC/AOP,Rouge,Bordeaux
Gamay noir,Côte roannaise rosé,AOC/AOP,Rosé,Loire
Grenache noir,Côtes du Roussillon rouge,AOC/AOP,Rouge,Languedoc-roussillon
Cabernet-Franc noir,Pessac-Léognan rouge,AOC/AOP,Rouge,Bordeaux
Grenache noir,Côtes de Provence la Londe rouge,AOC/AOP,Rouge,Provence-corse
Chenin blanc,Sable de Camargue blanc mousseux,IGP,Blanc,Languedoc-roussillon
Gamay noir,Beaujolais Lantignié rouge nouveau,AOC/AOP,Rouge,Beaujolais
Ugni blanc,Côtes du Tarn blanc,IGP,Blanc,Sud-ouest
Cabernet-Franc noir,Lussac-Saint-Emilion,AOC/AOP,Rouge,Bordeaux
Gamay noir,Fiefs Vendéens Chantonnay rosé,AOC/AOP,Rosé,Loire
Merlot noir,Aveyron rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Rully premier cru Pillot blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Givry premier cru A Vigne Rouge rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Calvados rouge,IGP,Rouge,Loire
Gamay noir,Beaujolais Leynes rouge,AOC/AOP,Rouge,Beaujolais
Cabernet-Sauvignon noir,Pécharmant,AOC/AOP,Rouge,Sud-ouest
Pinot noir,Pays d'Oc rosé,IGP,Rosé,Languedoc-roussillon
Gamay noir,Rosé de Loire,AOC/AOP,Rosé,Loire
Merlot noir,Bordeaux supérieur rouge,AOC/AOP,Rouge,Bordeaux
Pinot noir,Beaune premier cru rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Beaune premier cru La Mignotte blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Pays d'Oc rosé,IGP,Rosé,Languedoc-roussillon
Merlot noir,Franche-Comté rouge,IGP,Rouge,Jura
Chardonnay blanc,Châtillon-en-Diois blanc,AOC/AOP,Blanc,Rhône
Chardonnay blanc,Mercurey premier cru Les Saumonts blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Givry premier cru Les Galaffres rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Volnay premier cru Clos de la Chapelle,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Auxey-Duresses premier cru Climat du Val blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Montagny premier cru Les Craboulettes,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pommard premier cru La Platière,AOC/AOP,Rouge,Bourgogne
Pinot noir,Monthélie premier cru Le Clou des Chênes rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Sancerre rouge,AOC/AOP,Rouge,Loire
Chardonnay blanc,Givry premier cru A Vigne Rouge blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Cabernet d'Anjou,AOC/AOP,Rosé,Loire
Pinot noir,Bourgogne Côte Chalonnaise rouge,AOC/AOP,Rouge,Bourgogne
Gamay noir,Isère rouge,IGP,Rouge,Savoie bugey
Gamay noir,Mâcon La Roche-Vineuse rosé,AOC/AOP,Rosé,Bourgogne
Cabernet-Franc noir,Malepère rosé,AOC/AOP,Rosé,Languedoc-roussillon
Pinot noir,Chassagne-Montrachet premier cru Tête du Clos rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Pouilly-Loché les mûres,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Bourgogne Côte Chalonnaise blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Gigondas rosé,AOC/AOP,Rosé,Rhône
Chardonnay blanc,Chablis premier cru Mélinots,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Sable de Camargue rouge nouveau,IGP,Rouge,Languedoc-roussillon
Gamay noir,Mâcon Cruzille rosé,AOC/AOP,Rosé,Bourgogne
Chardonnay blanc,Beaune premier cru Le Clos des Mouches blanc,AOC/AOP,Blanc,Bourgogne
Sauvignon blanc,Sainte-Croix-du-Mont,AOC/AOP,Blanc,Bordeaux
Chardonnay blanc,Bourgogne Hautes Côtes de Beaune blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Givry premier cru Clos Charlé blanc,AOC/AOP,Blanc,Bourgogne
Merlot noir,Bergerac rosé,AOC/AOP,Rosé,Sud-ouest
Chardonnay blanc,Givry premier cru blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Franc noir,Pays d'Oc rouge mousseux,IGP,Rouge,Languedoc-roussillon
Gamay noir,Beaujolais Saint-Julien rouge nouveau,AOC/AOP,Rouge,Beaujolais
Grenache noir,Vin de Corse Sartène rosé,AOC/AOP,Rosé,Provence-corse
Chardonnay blanc,Beaune premier cru Les Seurey blanc,AOC/AOP,Blanc,Bourgogne
Syrah noir,Côtes du Roussillon rosé,AOC/AOP,Rosé,Languedoc-roussillon
Gamay noir,Mâcon Serrières rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Chassagne-Montrachet premier cru Les Vergers blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Beaune premier cru Clos Saint-Landry blanc,AOC/AOP,Blanc,Bourgogne
Grenache noir,Vacqueyras rouge,AOC/AOP,Rouge,Rhône
Cabernet-Franc noir,Lavilledieu Rosé,IGP,Rosé,Sud-ouest
Chardonnay blanc,Saint-Véran chânes,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Pouilly-Fuissé les chevrières,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pays d'Oc rouge mousseux,IGP,Rouge,Languedoc-roussillon
Pinot noir,Gevrey-Chambertin premier cru Champonnet,AOC/AOP,Rouge,Bourgogne
Pinot noir,Chambolle-Musigny premier cru Aux Echanges,AOC/AOP,Rouge,Bourgogne
Ugni blanc,Côtes du Tarn Blanc Surmûri,IGP,Blanc,Sud-ouest
Chardonnay blanc,Beaune premier cru Les Grèves blanc,AOC/AOP,Blanc,Bourgogne
Cabernet-Sauvignon noir,Calvados rouge,IGP,Rouge,Loire
Pinot noir,Puy-de-Dôme rosé,IGP,Rosé,Loire
Pinot noir,Pommard premier cru La Refène,AOC/AOP,Rouge,Bourgogne
Pinot noir,Rully premier cru Agneux rouge,AOC/AOP,Rouge,Bourgogne
Pinot noir,Rully premier cru Chapitre rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Auxey-Duresses premier cru Les Duresses blanc,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Chablis premier cru Côte des Prés-Girots,AOC/AOP,Blanc,Bourgogne
Pinot noir,Pays d'Oc gris de raisins gris surmûris,IGP,Gris,Languedoc-roussillon
Merlot noir,Pays d'Oc rosé de raisins surmûris,IGP,Rosé,Languedoc-roussillon
Chardonnay blanc,Mâcon Bussières blanc nouveau,AOC/AOP,Blanc,Bourgogne
Pinot noir,Aloxe-Corton premier cru La Toppe au Vert rouge,AOC/AOP,Rouge,Bourgogne
Merlot noir,Floc de Gascogne rosé,AOC/AOP,Rosé,Armagnac
Chardonnay blanc,Beaujolais Les Ardillats blanc,AOC/AOP,Blanc,Beaujolais
Pinot noir,Pommard,AOC/AOP,Rouge,Bourgogne
Chenin blanc,Coteaux du Layon Saint-Aubin-de-Luigné,AOC/AOP,Blanc,Loire
Sauvignon blanc,Valençay blanc,AOC/AOP,Blanc,Loire
Chardonnay blanc,Chassagne-Montrachet premier cru blanc,AOC/AOP,Blanc,Bourgogne
Pinot noir,Bourgogne Hautes Côtes de Beaune rouge,AOC/AOP,Rouge,Bourgogne
Chardonnay blanc,Puligny-Montrachet,AOC/AOP,Blanc,Bourgogne
Chardonnay blanc,Vin de Savoie mousseux rosé,AOC/AOP,Rosé,Savoie bugey
Merlot noir,"Côtes de Bourg, Bourg et Bourgeais rouge",AOC/AOP,Rouge,Bordeaux
Chardonnay blanc,Ariège blanc,IGP,Blanc,Languedoc-roussillon
Sauvignon blanc,Coteaux de l'Auxois blanc,IGP,Blanc,Bourgogne
Syrah noir,Pays d'Oc rouge,IGP,Rouge,Languedoc-roussillon
Syrah noir,Côtes du Roussillon rouge,AOC/AOP,Rouge,Languedoc-roussillon
Grenache noir,Côtes de Provence Fréjus rosé,AOC/AOP,Rosé,Provence-corse
Pinot noir,Menetou-Salon rouge,AOC/AOP,Rouge,Loire
Gamay noir,Beaujolais Les Ardillats rouge,AOC/AOP,Rouge,Beaujolais
Pinot noir,Beaune rouge,AOC/AOP,Rouge,Bourgogne
Cabernet-Sauvignon noir,Anjou Villages Brissac,AOC/AOP,Rouge,Loire
